Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Sickness Benefit,1.399026763990267639902676400,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Domestic Purposes Benefit,1.9464720194647201946472019500,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Invalids Benefit,1.5815085158150851581508515800,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Student Allowance,1.0340632603406326034063260300,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Other Govt Benefits Payments or Pension,2.9501216545012165450121654500,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Other Sources of Income,0.9428223844282238442822384400,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),No Source of Income During That Time,5.4744525547445255474452554700,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Sources of personal income for people who live in area (Age 15+),Not stated,5.3223844282238442822384428200,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Otorohanga,Income,Number of families in income bracket,"$20,000 and under",129,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$20,001 to $30,000",171,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$30,001 to $50,000",417,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$50,001 to $70,000",435,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$70,001 to $100,000",477,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$100,000 and over",546,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,Not stated,282,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$20,000 and under",5.2503052503052503052503052500,percentage,% of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$20,001 to $30,000",6.9597069597069597069597069600,percentage,% of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Otorohanga,Income,Number of families in income bracket,"$30,001 to $50,000",16.971916971916971916971916970,percentage,% of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
