Territorial Authority,Topic,Measure,Category,Value,ValueUnit,ValueLabel,NullReason,Date,DateLabel,Source
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",Object to answering,672,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,"Number of children given birth to (Age 15+, Live births only)",Not elsewhere included,1311,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,No religion,21219,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Buddhist,273,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Christian,24276,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Hindu,252,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Islam/Muslim,126,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Judaism,39,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Māori Christian,351,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Spiritualism and new-age religions,210,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Other religions,165,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Object to answering,2163,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Religious affiliation,Not elsewhere included,3564,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Participating in study (Age 15+),Full-time study,3534,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Participating in study (Age 15+),Part-time study,1275,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Participating in study (Age 15+),Full-time and part-time study,9,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Participating in study (Age 15+),Not studying,32406,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Home ownership,Own or partly-own home they usually live in,22932,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Home ownership,Does not own home they usually live in,16641,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Demographics,Home ownership,Not elsewhere included,1869,number,Number of people,,2013,Census Year,https://figure.nz/table/Tnc6EcmqhcZTLJvv
Invercargill,Income,Median family income ($),,67800,nzd,NZD,,2013,Census Year,https://figure.nz/table/Ki6RAC7VIPBooFv2
Invercargill,Income,Median household income ($),,54300,nzd,NZD,,2013,Census Year,https://figure.nz/table/Dv7YCDz4Pa4BEJde
Invercargill,Income,Median personal income ($),,27400,nzd,NZD,,2013,Census Year,https://figure.nz/table/niv4WkpUOwhJKrhZ
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$5,000 and under",4263,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$5,001-$10,000",1857,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$10,001-$20,000",7878,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$20,001-$30,000",6348,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$30,001-$50,000",8634,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$50,001 and over",8919,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),Not stated,3546,number,Number of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$5,000 and under",10.285921100253347810351067680,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$5,001-$10,000",4.4806369887803112558812884500,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$10,001-$20,000",19.008324285197249366630474120,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$20,001-$30,000",15.316684762938834600072385090,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$30,001-$50,000",20.832428519724936663047412230,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),"$50,001 and over",21.520086862106406080347448430,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Total personal income for people who live in this area (Age 15+),Not stated,8.55591748099891422366992400,percentage,% of people,,2013,Census Year,https://figure.nz/table/NyZriQwsM72swSq0
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Wages Salary Commissions Bonuses etc,42.360138953699383004096023230,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Self-employment or Business,6.807694301861357390988748900,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Interest Dividends Rent Other Invest.,12.905065588220044589619951260,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Payments from a Work Accident Insurer,1.1510343754860787058640535100,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),NZ Superannuation or Veterans Pension,12.993207860216726292321252660,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Other Super. Pensions Annuities,1.327318919479442111266656300,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Unemployment Benefit,3.2871882615233058536838284900,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Sickness Benefit,1.3532431171255249650023331800,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Domestic Purposes Benefit,2.1257842069787940063255042300,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Invalids Benefit,2.022087416394462591382796700,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Student Allowance,1.7369212422875512002903510100,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Other Govt Benefits Payments or Pension,2.9812827292995281796028412900,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Other Sources of Income,1.2132524498366775548296780200,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),No Source of Income During That Time,3.7019754238606315134546585800,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Sources of personal income for people who live in area (Age 15+),Not stated,4.0338051537304920412713226500,percentage,% of people,,2013,Census Year,https://figure.nz/table/Pzttxl8rdrsraqxi
Invercargill,Income,Number of families in income bracket,"$20,000 and under",807,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$20,001 to $30,000",1194,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$30,001 to $50,000",2397,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$50,001 to $70,000",2172,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$70,001 to $100,000",2949,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$100,000 and over",3153,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,Not stated,1293,number,Number of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$20,000 and under",5.7787325456498388829215896900,percentage,% of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$20,001 to $30,000",8.549946294307196562835660580,percentage,% of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$30,001 to $50,000",17.164339419978517722878625130,percentage,% of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
Invercargill,Income,Number of families in income bracket,"$50,001 to $70,000",15.553168635875402792696025780,percentage,% of families,,2013,Census Year,https://figure.nz/table/RqhUM3QN9rVpJi8q
